,0,1,2,3,4
222,Nikolaj Lie Kaas,1973,"['Department Q: The Keeper of Lost Causes', 'The Absent One', 'Angels & Demons', 'Riders of Justice']","['Actor', 'Director', 'Writer']","['Berlin International Film Festival Nom', 'Bodil Awards Nom', 'Cinemanila International Film Festival Win', 'Danish Film Awards (Robert) Nom', 'Zulu Awards Nom']"
223,Alexandru Potocean,1984,"['4 Months, 3 Weeks and 2 Days', 'The Way Back', 'The Whistleblower', 'Poppy Field']",['Actor'],['Gopo Awards Romania Win']
224,Ron Perlman,1950,"['Hand of God', '2014–2017 • 20 eps', '2008', '2004', 'Vincent']","['Actor', 'Producer', 'Director']","['Sitges - Catalonian International Film Festival Win', 'Primetime Emmy Awards Nom', 'Genie Awards Nom', 'Golden Apple Awards Win', 'Golden Globes USA Win']"
225,Leelee Sobieski,1983,"['Never Been Kissed', '88 Minutes', 'In the Name of the King: A Dungeon Siege Tale', 'Joy Ride']","['Actress', 'Producer']","['Chicago Film Critics Association Awards Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'Satellite Awards Nom', 'Razzie Awards Nom']"
226,Jim Hanks,1961,"['Blood Type', 'Abnormal Attraction', 'Forrest Gump', 'Larry Crowne']","['Actor', 'Cinematographer', 'Producer']","['Monaco International Film Festival Win', 'Hollywood South Film Festival Win']"
227,Matthew Yang King,1974,"['Avatar: The Last Airbender', '2024 • 7 eps', 'Marty Mantle', 'Video Game', '7.0']","['Actor', 'Writer', 'Director']",['Behind the Voice Actors Awards Nom']
228,Michelle Thrush,1967,"['Pathfinder', 'Prey', 'Blackstone', '2009–2015 • 39 eps', 'Brigit']","['Actress', 'Additional Crew', 'Producer']","['Alberta Film & Television Awards (AMPIA Awards) Nom', 'Gemini Awards Win', 'Leo Awards Win', 'American Indian Film Festival Nom', 'Canadian Screen Awards CA Win']"
229,Nicole Kidman,1967,"['Moulin Rouge!', 'The Hours', 'Cold Mountain', 'Rabbit Hole']","['Actress', 'Producer', 'Music Department']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'American Film Institute USA Win', 'Film Critics Circle of Australia Awards Nom']"
230,Aaron Eckhart,1968,"['The Dark Knight', 'Thank You for Smoking', 'Rabbit Hole', 'In the Company of Men']","['Actor', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom', 'Denver International Film Festival Win', 'Golden Globes USA Nom']"
231,Dianne Wiest,1946,"['The Birdcage', 'Hannah and Her Sisters', 'Bullets Over Broadway', 'Edward Scissorhands']","['Actress', 'Soundtrack']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Nom']"
232,Miles Teller,1987,"['Whiplash', 'The Spectacular Now', 'Fantastic Four', 'Insurgent']","['Actor', 'Producer', 'Soundtrack']","['BAFTA Awards Nom', 'Family Film Awards Nom', 'Satellite Awards Nom', 'Gotham Awards Nom', 'MTV Movie + TV Awards Nom']"
233,Tammy Blanchard,1976,"['Into the Woods', 'The Invitation', 'Life with Judy Garland: Me and My Shadows', '2001 • 2 eps', '2006']","['Actress', 'Soundtrack']","['Berlin International Film Festival Win', 'Primetime Emmy Awards Win', 'Golden Globes USA Nom', 'Satellite Awards Win', 'Grammy Awards Nom']"
234,Sandra Oh,1971,"['Killing Eve', '2018–2022 • 31 eps', '2004', 'Dr. Cristina Yang', 'Patti']","['Actress', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Biarritz International Festival of Audiovisual Programming Win', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
235,Giancarlo Esposito,1958,"['Breaking Bad', '2009–2011 • 26 eps', '1995', '2016', '1989']","['Music Department', 'Actor', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Critics Choice Awards Win', 'Primetime Emmy Awards Nom', 'Ft. Lauderdale International Film Festival Win', 'Satellite Awards Nom']"
236,Jon Tenney,1961,"['The Closer', '2005–2012 • 109 eps', 'Andrew Nichols', 'Bob', 'Behan']","['Actor', 'Director', 'Camera and Electrical Department']","[""People's Choice Awards USA Win"", 'Screen Actors Guild Awards Nom']"
237,Natalie Portman,1981,"['Black Swan', 'V for Vendetta', 'Jackie', 'Closer']","['Actress', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Nom']"
238,Mila Kunis,1983,"['Black Swan', 'Jupiter Ascending', 'Forgetting Sarah Marshall', 'Bad Moms']","['Actress', 'Producer', 'Makeup Department']","['Academy of Science Fiction Fantasy & Horror Films USA Win', 'Annie Awards Nom', 'Critics Choice Awards Nom', 'Dallas-Fort Worth Film Critics Association Awards Nom', 'Golden Globes USA Nom']"
239,Vincent Cassel,1966,"['Black Swan', 'Mesrine Part 2: Public Enemy Number 1', 'La haine', 'Mesrine Part 1: Killer Instinct']","['Actor', 'Producer', 'Director']","['César Awards France Nom', 'European Film Awards Nom', 'Valenciennes International Festival of Action and Adventure Films Win', 'Irish Film and Television Awards Nom', 'Screen Actors Guild Awards Nom']"
240,Barbara Hershey,1948,"['Black Swan', 'Hannah and Her Sisters', 'Falling Down', 'Insidious']","['Actress', 'Soundtrack']","['Academy Awards USA Nom', 'Avoriaz Fantastic Film Festival Win', 'BAFTA Awards Nom', 'Cannes Film Festival Win', 'Chicago Film Critics Association Awards Nom']"
241,Winona Ryder,1971,"['Little Women', 'Mermaids', 'Girl, Interrupted', 'Alien Resurrection']","['Actress', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom']"
242,Benjamin Millepied,1977,"['Black Swan', 'Carmen', 'Dune: Part Two', 'Hearts & Arrows']","['Director', 'Additional Crew', 'Producer']","['Miami Film Festival Nom', 'Toronto International Film Festival Nom', 'CinEuphoria Awards Nom', 'Hollywood Music In Media Awards (HMMA) Nom']"
243,Kristina Anapau,1979,"['Black Swan', 'True Blood', '2011–2012 • 5 eps', 'Megan Marston', 'Video']","['Actress', 'Producer', 'Writer']",['Phoenix Film Festival Win']
244,Sebastian Stan,1982,"['Captain America: The Winter Soldier', 'Avengers: Endgame', 'Captain America: Civil War', 'Captain America: The First Avenger']","['Actor', 'Producer', 'Soundtrack']","['Berlin International Film Festival Win', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', ""Kids' Choice Awards USA Nom""]"
245,Casey Affleck,1975,"['Manchester by the Sea', 'Light of My Life', 'A Ghost Story', 'The Assassination of Jesse James by the Coward Robert Ford']","['Actor', 'Director', 'Writer']","['Academy Awards USA Win', 'Berlin International Film Festival Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Win', 'Critics Choice Awards Win']"
246,Kate Hudson,1979,"['Almost Famous', 'How to Lose a Guy in 10 Days', 'Bride Wars', ""Fool's Gold""]","['Actress', 'Producer', 'Director']","['Academy Awards USA Nom', 'American Comedy Awards USA Nom', 'Blockbuster Entertainment Awards Win', 'BAFTA Awards Nom', 'Critics Choice Awards Win']"
247,Jessica Alba,1981,"['Fantastic Four', 'Sin City', 'Fantastic 4: Rise of the Silver Surfer', 'Machete']","['Actress', 'Producer', 'Cinematographer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'ALMA Awards Win', 'Critics Choice Awards Nom', 'Golden Globes USA Nom', 'Imagen Foundation Awards Nom']"
248,Ned Beatty,1937,"['Network', 'Deliverance', 'Shooter', 'Superman']","['Actor', 'Soundtrack']","['Academy Awards USA Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'MTV Movie + TV Awards Nom', 'RiverRun International Film Festival Win']"
249,Elias Koteas,1961,"['The Thin Red Line', 'Shooter', 'Teenage Mutant Hero Turtles', 'Crash']","['Actor', 'Producer']","['Critics Choice Awards Nom', 'Genie Awards Win', 'Satellite Awards Win', 'Phoenix Film Festival Win', 'Screen Actors Guild Awards Nom']"
250,Tom Bower,1938,"['Die Hard 2', 'The Hills Have Eyes', 'Out of the Furnace', 'The Killer Inside Me']","['Actor', 'Producer']","['Film Independent Spirit Awards Nom', 'North Hollywood Cinefest Nom', 'Golden State Film Festival Win']"
251,Simon Baker,1969,"['Margin Call', 'The Mentalist', '2008–2015 • 151 eps', '2006', '2005']","['Actor', 'Producer', 'Director']","['Film Critics Circle of Australia Awards Win', 'Australian Film Institute Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'Gotham Awards Nom']"
252,Bill Pullman,1953,"['Independence Day', 'Independence Day: Resurgence', 'Spaceballs', 'Lost Highway']","['Actor', 'Director', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Critics Choice Awards Nom', 'Denver International Film Festival Win', 'Satellite Awards Nom', 'Locarno International Film Festival Win']"
253,Matthew Maher,1971,"['Gone Baby Gone', 'Captain Marvel', ""It's Kind of a Funny Story"", 'Dogma']","['Actor', 'Additional Crew']",['Chlotrudis Awards Nom']
254,Ken Duken,1979,"['Max Manus: Man of War', 'Inglourious Basterds', 'Fate: The Winx Saga', '2021–2022 • 6 eps', 'Ali Zeller']","['Actor', 'Producer', 'Director']","['Grimme Award Win', 'Bavarian TV Awards Nom', 'German Television Awards Nom', 'Max Ophüls Festival Nom', 'Monte-Carlo TV Festival Nom']"
255,Stipe Erceg,1974,"['The Edukators', 'Unknown', 'The Baader Meinhof Complex', 'Yugotrip']","['Actor', 'Producer']","['Grimme Award Win', 'Max Ophüls Festival Win', 'Munich Film Festival Win', 'Hessian TV Award Win', 'New Faces Awards Germany Nom']"
256,Vinzenz Kiefer,1979,"['The Baader Meinhof Complex', 'Speed Racer', 'Alarm für Cobra 11 - Die Autobahnpolizei', '2009–2015 • 32 eps', '2016']",['Actor'],"['Bambi Awards Nom', 'Günter Strack TV Award Win', 'Undine Awards Austria Nom']"
257,Mark Wahlberg,1971,"['The Fighter', 'Boogie Nights', 'The Departed', 'Ted']","['Producer', 'Actor', 'Composer']","['Academy Awards USA Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Win', 'Critics Choice Awards Win']"
258,Christian Bale,1974,"['The Dark Knight', 'Batman Begins', 'American Hustle', 'The Dark Knight Rises']","['Actor', 'Producer', 'Editorial Department']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom', 'Critics Choice Awards Win']"
259,Amy Adams,1974,"['Arrival', 'Enchanted', 'The Fighter', 'American Hustle']","['Actress', 'Producer', 'Executive']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
260,Melissa Leo,1960,"['The Fighter', 'Prisoners', 'Frozen River', 'Conviction']","['Actress', 'Producer']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Win', 'Critics Choice Awards Win', 'Chicago Film Critics Association Awards Nom']"
261,Jack McGee,1949,"['The Fighter', 'Gangster Squad', 'Moneyball', 'Basic Instinct']",['Actor'],"['Boston Society of Film Critics Awards Win', 'San Diego Film Critics Society Awards Nom', 'Screen Actors Guild Awards Nom', 'Central Ohio Film Critics Association Win', 'Washington DC Area Film Critics Association Awards Nom']"
262,Melissa McMeekin,1972,"['The Holdovers', 'The Fighter', 'American Hustle', 'Visionary']","['Actress', 'Producer']","['Flagler Film Festival Win', 'Imagine Magazine Imaginnaire Awards US Win']"
263,James McAvoy,1979,"['Filth', 'Split', 'Atonement', 'The Last King of Scotland']","['Actor', 'Director', 'Producer']","['BAFTA Awards Nom', 'BAFTA Awards Scotland Win', 'British Comedy Awards Nom', 'British Independent Film Awards Win', 'Cannes Film Festival Win']"
264,Robin Wright,1966,"['Forrest Gump', 'Beowulf', 'Unbreakable', 'The Princess Bride']","['Actress', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom', 'Daytime Emmy Awards Nom']"
265,Kevin Kline,1947,"['Wild Wild West', 'A Fish Called Wanda', 'Dave', 'French Kiss']","['Actor', 'Director', 'Producer']","['Academy Awards USA Win', 'American Comedy Awards USA Nom', 'Blockbuster Entertainment Awards Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
266,Evan Rachel Wood,1987,"['Thirteen', 'Whatever Works', 'Westworld', '2016–2022 • 35 eps', '2007']","['Actress', 'Director', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Bratislava International Film Festival Win', 'Critics Choice Awards Nom', 'Cannes Film Festival Win', 'Primetime Emmy Awards Nom']"
267,Tom Wilkinson,1948,"['Michael Clayton', 'In the Bedroom', 'The Full Monty', 'The Grand Budapest Hotel']","['Actor', 'Soundtrack']","['Academy Awards USA Nom', 'Film Critics Circle of Australia Awards Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
268,Justin Long,1978,"['Die Hard 4.0', 'Jeepers Creepers', 'Tusk', 'Galaxy Quest']","['Actor', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', ""Kids' Choice Awards USA Nom"", 'MTV Movie + TV Awards Nom', 'Teen Choice Awards Nom', 'US Comedy Arts Festival Win']"
269,Danny Huston,1962,"['The Constant Gardener', '21 Grams', 'The Aviator', 'Children of Men']","['Actor', 'Director', 'Camera and Electrical Department']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Edinburgh International Film Festival Nom', 'Golden Globes USA Nom', 'Satellite Awards Win', 'Film Independent Spirit Awards Nom']"
270,James Badge Dale,1978,"['The Departed', '13 Hours', 'World War Z', 'Iron Man 3']",['Actor'],"['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Method Fest Nom', 'National Board of Review USA Win', 'Phoenix Film Festival Win', 'Prism Awards Nom']"
271,Colm Meaney,1953,"['Star Trek: Deep Space Nine', '1993–1999 • 173 eps', '2004', '1992', '1997']","['Actor', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Chicago International Film Festival Win', 'Gemini Awards Nom', 'Golden Globes USA Nom', 'Irish Film and Television Awards Nom']"
272,Alexis Bledel,1981,"['Gilmore Girls', '2000–2007 • 154 eps', '2005', '2005', '2002']","['Actress', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'ALMA Awards Nom', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Nom', 'Satellite Awards Nom']"
273,Steve Buscemi,1957,"['Fargo', 'Ghost World', 'Reservoir Dogs', 'The Death of Stalin']","['Actor', 'Director', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'Boston Society of Film Critics Awards Nom', 'British Independent Film Awards Nom', 'Cannes Film Festival Nom']"
274,Holland Taylor,1943,"['Legally Blonde', 'The Wedding Date', 'The Practice', '1998–2003 • 29 eps', 'Evelyn Harper']","['Actress', 'Writer', 'Soundtrack']","['Primetime Emmy Awards Nom', 'TV Land Awards Win', 'Online Film & Television Association Win', 'The Queerties Win', 'Pena de Prata Nom']"
275,Rob Schneider,1963,"['Deuce Bigalow: Male Gigolo', 'The Hot Chick', 'The Animal', 'Deuce Bigalow: European Gigolo']","['Actor', 'Writer', 'Producer']","['Blockbuster Entertainment Awards Nom', 'Primetime Emmy Awards Nom', 'MTV Movie + TV Awards Nom', 'Razzie Awards Nom', 'Teen Choice Awards Nom']"
276,Peter Riegert,1947,"['The Mask', ""National Lampoon's Animal House"", 'Local Hero', 'Oscar']","['Actor', 'Director', 'Writer']","['Academy Awards USA Nom', 'Primetime Emmy Awards Nom', 'Marco Island Film Festival Win', 'Screen Actors Guild Awards Win', 'Hang Onto Your Shorts Film Festival NJ Nom']"
277,George Dzundza,1945,"['Crimson Tide', 'Basic Instinct', 'The Deer Hunter', 'Dangerous Minds']","['Actor', 'Second Unit or Assistant Director', 'Soundtrack']","['Venice Film Festival Win', 'Gold Derby Awards Nom']"
278,Jack McGee,1949,"['The Fighter', 'Gangster Squad', 'Moneyball', 'Basic Instinct']",['Actor'],"['Boston Society of Film Critics Awards Win', 'San Diego Film Critics Society Awards Nom', 'Screen Actors Guild Awards Nom', 'Central Ohio Film Critics Association Win', 'Washington DC Area Film Critics Association Awards Nom']"
279,Hayley Atwell,1982,"['Captain America: The First Avenger', 'The Duchess', 'Captain America: The Winter Soldier', 'Mission: Impossible - Dead Reckoning Part One']","['Actress', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'British Independent Film Awards Nom', 'Broadcasting Press Guild Awards Nom', 'Gemini Awards Nom', 'Golden Globes USA Nom']"
280,Sebastian Stan,1982,"['Captain America: The Winter Soldier', 'Avengers: Endgame', 'Captain America: Civil War', 'Captain America: The First Avenger']","['Actor', 'Producer', 'Soundtrack']","['Berlin International Film Festival Win', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', ""Kids' Choice Awards USA Nom""]"
281,Tommy Lee Jones,1946,"['The Fugitive', 'No Country for Old Men', 'The Homesman', 'Lincoln']","['Actor', 'Director', 'Writer']","['Academy Awards USA Nom', 'Blockbuster Entertainment Awards Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom', 'CableACE Awards Nom']"
282,Hugo Weaving,1960,"['The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring', 'V for Vendetta', 'The Lord of the Rings: The Two Towers']","['Actor', 'Producer', 'Soundtrack']","['Film Critics Circle of Australia Awards Nom', 'Australian Film Institute Nom', 'Blockbuster Entertainment Awards Nom', 'Critics Choice Awards Win', 'Satellite Awards Win']"
283,Dominic Cooper,1978,"[""The Devil's Double"", 'Captain America: The First Avenger', 'My Week with Marilyn', 'Abraham Lincoln: Vampire Hunter']","['Actor', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'British Independent Film Awards Nom', 'Satellite Awards Nom', 'London Critics Circle Film Awards Nom', 'Screen Actors Guild Awards Nom']"
284,Richard Armitage,1971,"['The Hobbit: An Unexpected Journey', 'The Hobbit: The Battle of the Five Armies', 'The Hobbit: The Desolation of Smaug', 'Into the Storm']","['Actor', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Win', 'Monte-Carlo TV Festival Nom', 'SFX Awards UK Nom', 'TV Quick Awards UK Nom', 'Empire Awards UK Nom']"
285,Stanley Tucci,1960,"['Big Night', 'Spotlight', 'The Lovely Bones', 'Captain America: The First Avenger']","['Actor', 'Producer', 'Writer']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Aspen Shortsfest Win', 'Bogota Film Festival Nom', 'Boston Society of Film Critics Awards Nom']"
286,Samuel L. Jackson,1948,"['Pulp Fiction', 'The Hateful Eight', 'Snakes on a Plane', 'Captain Marvel']","['Actor', 'Producer', 'Additional Crew']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Acapulco Black Film Festival Nom', 'Annie Awards Nom', 'Bambi Awards Win']"
287,Toby Jones,1966,"['Tinker Tailor Soldier Spy', 'Snow White and the Huntsman', 'The Painted Veil', 'The Hunger Games']","['Actor', 'Writer', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Biarritz International Festival of Audiovisual Programming Win', 'BAFTA Awards Win', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
288,Jason Statham,1967,"['Crank', 'Fast & Furious 7', 'Spy', 'The Meg']","['Actor', 'Producer', 'Stunts']","['Critics Choice Awards Nom', 'Razzie Awards Nom', 'Teen Choice Awards Nom', 'Alliance of Women Film Journalists Nom', 'Shorty Awards Nom']"
289,Ben Foster,1980,"['Hell or High Water', '3:10 to Yuma', 'The Messenger', 'Leave No Trace']","['Actor', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom', 'Dallas-Fort Worth Film Critics Association Awards Nom']"
290,Tony Goldwyn,1960,"['Ghost', 'The Last Samurai', 'Oppenheimer', 'The Mechanic']","['Actor', 'Director', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Cleveland International Film Festival Nom', 'Miami Film Festival Nom', 'Palm Springs International Film Festival Win', 'Philadelphia Film Festival Win']"
291,Donald Sutherland,1935,"['The Hunger Games: Catching Fire', 'Pride & Prejudice', 'Klute', 'M*A*S*H']","['Actor', 'Producer', 'Writer']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Win']"
292,Jeff Chase,1968,"['Escape Plan 3', 'The Domestics', 'Star Trek Into Darkness', 'The Mechanic']","['Actor', 'Stunts']",['Screen Actors Guild Awards Nom']
